u_current,v_current,u_wind,v_wind,windage,sst,duration_hours,observed_area_km2,aspect_ratio,oil_density,oil_viscosity,dx_residual_meters,dy_residual_meters,uncertainty_scale
-0.8764,0.7004,-2.974,11.577,0.0421,28.99,42.35,36.97,1.13,827.7,152.8,8810.39,27012.9,1.847
0.2944,0.1419,-12.805,1.962,0.0344,14.8,67.37,28.36,4.07,900.4,98.6,-47228.07,37230.24,2.344
-0.5795,0.2383,-14.632,-11.527,0.0424,19.55,24.62,48.7,2.04,946.1,170.1,-32063.08,-1586.22,1.656
0.8299,-0.6183,-17.4,-1.161,0.0308,26.23,27.59,46.17,4.49,929.2,18.8,-22132.71,9248.46,1.76
-0.6324,-0.0469,13.447,16.851,0.0276,24.18,5.18,30.56,4.34,930.1,95.0,5607.3,2974.03,1.151
-0.1537,0.3895,-9.487,9.108,0.0421,21.85,43.24,51.34,4.29,842.4,139.1,-6265.28,36167.93,2.021
-0.7464,-0.4123,-10.386,11.202,0.0367,23.72,52.53,45.19,3.84,870.2,110.0,-9285.17,46188.18,2.335
0.8944,-0.5359,8.497,-16.818,0.0428,17.56,56.15,46.83,1.77,852.6,9.1,-8694.05,-66251.74,2.828
0.004,-0.3351,-6.479,-1.157,0.0438,21.75,12.49,57.41,2.86,864.2,175.2,-4724.62,2706.26,1.118
0.1717,-0.4653,0.218,5.278,0.0261,23.03,33.09,16.35,1.79,901.1,57.2,5086.03,7991.54,1.322
-0.7793,-0.5132,-12.15,11.881,0.035,30.22,14.38,16.43,1.91,871.1,48.6,-3513.96,11689.44,1.371
0.4499,-0.1353,16.551,-16.226,0.0325,18.7,48.35,53.39,3.14,898.5,90.0,21670.36,-67693.04,2.828
-0.5222,0.7341,12.657,12.688,0.0375,29.62,13.06,46.45,1.14,881.4,99.9,11005.47,2646.52,1.299
0.7165,0.0127,13.096,1.742,0.0409,25.6,65.29,55.63,4.39,860.1,139.1,47882.6,-23898.3,2.454
-0.5307,-0.5617,-3.356,-10.897,0.0306,14.37,18.14,4.26,4.22,833.4,73.8,-9266.25,-10052.93,1.358
-0.5568,-0.7615,9.445,-6.579,0.0361,27.04,22.4,37.85,2.33,944.9,82.0,7819.3,-11674.51,1.469
-0.8342,0.3531,-12.82,-7.851,0.0392,14.64,61.56,9.11,2.8,821.6,98.6,-64865.08,2023.92,2.553
-0.0503,-0.211,-17.69,1.111,0.0277,31.95,34.09,30.48,2.63,820.2,74.0,-24938.81,11983.29,2.108
0.1167,0.5793,-17.281,-16.139,0.0413,29.71,3.68,9.77,4.09,935.8,165.0,-4818.62,-692.26,1.154
-0.7817,0.2871,3.118,-12.293,0.0371,19.35,36.62,8.12,3.41,959.6,154.0,-10002.61,-29786.24,1.824
0.4959,0.5332,-1.606,11.257,0.044,18.63,7.92,1.22,1.97,921.8,84.6,2943.73,4948.67,1.134
-0.0841,-0.4105,0.649,-13.226,0.0318,20.87,70.97,38.0,2.56,822.1,5.0,-21326.64,-49029.76,2.521
0.0439,0.3462,-17.731,-9.598,0.0272,20.41,43.17,21.86,2.5,851.7,162.7,-54959.85,-3991.86,2.486
-0.1066,-0.4247,-2.783,-1.679,0.0351,20.7,19.96,6.76,4.36,956.1,26.8,-2722.28,-873.11,1.104
-0.1786,0.7903,7.85,0.616,0.0267,19.73,41.46,19.71,1.61,933.2,47.8,16282.31,-6058.82,1.586
0.1074,0.2455,-2.063,9.49,0.0444,25.18,7.38,10.55,1.31,899.4,31.7,1757.48,3234.52,1.137
-0.6206,-0.3159,8.36,-1.896,0.0258,16.96,57.99,56.53,4.08,853.2,36.5,25034.54,-15893.87,1.789
-0.5725,-0.4149,-9.611,10.435,0.0401,29.23,66.77,19.54,4.14,822.0,145.5,-9631.63,52341.92,2.633
0.6512,-0.5563,11.273,4.26,0.0355,28.62,63.21,20.37,4.05,822.9,106.4,39609.52,-6782.15,2.226
0.803,0.3504,3.184,-13.928,0.0324,22.58,25.92,50.47,2.79,905.7,172.3,-4063.95,-22420.58,1.649
-0.228,-0.5063,-10.413,-12.372,0.0263,29.35,24.8,39.04,3.31,823.1,45.5,-16557.69,-8476.17,1.733
-0.4127,0.1715,-9.478,-2.267,0.0374,18.45,4.46,42.76,2.97,959.1,90.0,-2767.07,871.09,1.053
0.2592,-0.4237,4.609,-3.712,0.0367,14.32,47.6,38.34,1.24,845.7,176.0,7282.67,-18751.55,1.527
-0.1643,0.2915,11.878,8.768,0.0306,25.15,39.44,56.8,3.09,919.5,149.6,32710.03,5529.2,1.99
-0.8543,0.5669,-3.037,2.907,0.0432,22.24,34.15,12.82,1.05,841.7,132.5,-2744.65,7373.04,1.282
-0.6189,0.5004,-8.701,-4.027,0.0311,24.21,65.53,59.35,2.14,895.6,38.1,-31228.63,-90.64,2.005
0.3888,0.4695,13.212,-11.853,0.034,30.19,13.75,49.94,4.26,831.3,139.6,3739.44,-11897.83,1.418
0.2861,-0.5621,6.094,-9.834,0.0359,31.46,2.68,35.54,2.06,927.3,65.8,636.54,-1562.54,0.981
-0.8512,-0.7409,-1.869,2.718,0.027,25.42,7.13,39.91,4.29,901.9,97.8,-390.1,905.41,1.125
-0.5005,0.3581,-0.436,-2.756,0.0436,27.75,17.64,39.11,1.88,832.1,111.6,-613.69,-2700.16,0.981
-0.4841,-0.237,-10.647,0.537,0.0325,15.51,4.33,3.97,2.1,938.8,111.6,-3036.9,1024.05,1.059
0.3094,-0.1218,4.565,-11.856,0.0266,16.89,37.2,13.47,3.2,896.6,132.1,-156.42,-30925.06,1.741
-0.8645,-0.8439,-5.085,5.865,0.0327,27.2,23.99,57.71,3.67,949.0,120.8,-1749.16,10385.13,1.344
-0.7126,-0.4328,17.843,12.691,0.037,21.76,14.63,32.29,2.75,948.3,17.0,18689.5,1178.18,1.63
0.5398,-0.8394,-0.713,-8.714,0.0353,22.03,54.51,23.01,4.09,948.9,85.0,-14853.0,-22224.91,1.827
-0.5786,0.6825,-0.508,-0.305,0.0389,19.55,16.31,45.84,1.14,830.9,121.2,-878.7,-318.14,1.164
0.2749,-0.4619,2.371,17.119,0.0261,24.93,50.13,31.71,4.23,836.9,56.8,21624.96,39964.83,2.375
-0.4713,0.1032,15.003,-6.003,0.0307,17.33,26.45,1.28,1.69,958.3,59.8,17604.56,-19842.62,1.647
-0.721,-0.8298,10.829,3.422,0.0414,25.28,37.83,44.31,4.09,888.3,26.8,22536.28,-7913.01,1.671
-0.4623,0.3003,-1.759,-14.753,0.0266,17.13,67.37,44.07,2.4,853.3,78.3,-31148.14,-53756.18,2.674
0.4001,-0.3186,7.873,3.817,0.0421,15.15,4.61,10.33,3.91,927.8,177.7,3007.45,103.78,1.016
0.6403,0.7163,3.104,-14.773,0.0268,19.95,37.02,57.42,3.35,857.0,54.9,-5991.56,-29886.72,1.894
0.5944,0.6986,-0.275,16.532,0.0417,18.16,61.81,13.82,1.62,921.8,98.0,36402.46,57773.62,2.734
-0.1851,-0.3145,-11.077,7.764,0.0322,30.0,43.16,27.74,4.21,937.2,135.1,-13751.58,27053.29,1.911
0.3026,0.7217,-1.298,10.374,0.0372,14.99,21.38,7.33,1.86,929.8,7.4,5614.11,12960.27,1.316
-0.531,0.8931,-9.151,7.348,0.0281,17.18,29.84,36.4,1.85,858.4,162.6,-10947.91,20746.56,1.564
-0.3723,0.5857,14.934,3.23,0.0263,23.88,49.62,22.84,3.85,876.2,72.6,41311.86,-7564.55,2.248
0.7134,0.6208,-5.925,-1.803,0.0293,22.66,64.36,21.51,1.37,877.9,157.1,-23828.06,4297.35,1.715
-0.8766,-0.4518,16.282,12.901,0.0276,14.83,4.87,49.71,1.78,888.8,11.8,5837.12,1655.42,1.124
-0.7461,0.1381,1.19,16.446,0.0312,14.13,7.01,1.07,2.76,843.4,30.5,3786.34,6200.2,1.157
-0.5258,-0.7789,4.736,-0.035,0.0353,31.79,24.75,47.98,3.91,883.3,61.4,5550.0,-3698.62,1.224
-0.8522,-0.7291,1.546,15.535,0.0368,25.86,18.29,34.5,1.52,891.5,65.5,9421.33,12294.29,1.516
-0.5734,0.898,-13.342,3.0,0.0408,20.58,20.55,59.17,2.92,894.4,153.4,-12534.45,14099.1,1.54
0.1495,-0.312,-4.47,1.382,0.0381,22.47,17.49,35.57,3.49,934.8,7.0,-2935.09,3341.44,1.16
-0.1414,0.4467,-14.431,-1.639,0.0372,18.8,15.71,3.8,4.01,892.4,117.2,-13566.4,6381.36,1.387
0.7068,0.552,4.426,-10.466,0.0332,20.21,11.14,3.51,4.27,852.3,28.0,-723.86,-7333.49,1.24
0.5714,0.6444,-1.913,-17.866,0.0345,25.68,67.38,53.05,3.75,912.8,149.1,-40616.69,-59664.85,3.004
-0.2847,0.8957,10.007,-9.306,0.0333,29.89,12.09,50.55,3.28,931.6,141.3,2678.78,-8457.62,1.262
-0.433,-0.4653,-10.063,0.35,0.0418,17.31,16.31,21.08,2.52,864.7,92.5,-7924.96,5943.12,1.185
-0.2166,-0.8274,-12.076,-4.321,0.0296,29.13,19.24,37.27,1.39,910.3,42.2,-11985.18,482.04,1.456
0.1625,-0.1599,-3.372,-1.855,0.0251,16.19,67.31,29.63,3.48,840.6,116.0,-17555.15,-0.99,1.442
-0.4175,-0.6659,15.357,17.303,0.038,17.87,54.9,58.05,4.47,867.9,32.3,78952.73,22702.44,3.156
0.2235,-0.8596,7.575,-5.39,0.029,14.67,57.28,57.02,3.58,947.3,38.3,15535.49,-29425.02,1.747
-0.1631,-0.2512,-2.919,-1.721,0.0428,16.53,9.33,59.04,1.06,947.6,114.7,-1476.6,990.68,1.05
0.0937,0.5107,0.622,-13.193,0.0422,30.51,60.54,52.05,2.74,900.5,178.5,-22764.31,-38015.43,2.29
-0.115,0.1191,-14.968,-16.274,0.0265,22.27,30.57,54.62,3.15,918.3,160.9,-36668.43,-17514.69,2.202
-0.37,-0.337,17.445,9.915,0.0271,15.4,20.4,13.43,3.41,939.6,108.8,26480.62,3268.52,1.713
0.8072,0.2778,5.991,2.545,0.0349,31.28,42.3,49.94,3.52,954.2,99.2,13495.63,-1991.75,1.471
0.4745,-0.4824,-7.725,9.385,0.0372,29.82,59.55,42.68,2.95,888.6,179.7,-7239.6,39593.2,2.185
-0.6478,-0.8741,3.089,-12.605,0.0305,27.58,56.51,57.79,1.78,898.6,100.8,-6074.87,-37191.61,2.242
0.6632,0.4758,-14.059,2.586,0.0393,30.8,64.3,34.49,4.3,878.2,78.5,-35135.44,31541.18,2.485
-0.0226,0.2227,16.77,-8.869,0.0369,17.96,66.97,5.57,3.44,830.1,164.2,45344.81,-74656.93,3.112
0.7102,0.4721,-11.708,-9.79,0.0315,29.05,18.67,36.05,1.83,879.2,46.0,-13489.42,-2486.05,1.446
0.5397,-0.8299,5.329,-17.585,0.0255,26.42,31.67,41.35,2.13,930.7,22.1,-2635.51,-27749.64,2.083
-0.1346,0.6068,-9.164,-13.308,0.04,29.66,3.02,13.61,4.23,932.7,116.0,-2634.36,-1159.26,1.155
-0.8596,0.2151,7.832,-6.866,0.0293,28.34,63.55,23.95,4.11,944.9,21.8,13967.15,-28054.47,2.156
-0.4164,0.1141,9.966,-13.792,0.0417,20.24,12.82,36.11,2.42,827.2,70.3,916.15,-14365.64,1.289
0.0749,0.2243,6.243,17.491,0.0334,27.94,62.3,22.76,1.13,893.8,79.1,45371.74,41348.15,2.972
0.2403,0.656,4.122,-6.889,0.0365,18.72,25.06,22.81,1.17,835.0,100.8,-432.69,-12486.62,1.345
-0.4358,0.1565,14.129,-13.308,0.0425,19.91,27.77,8.42,1.99,848.1,178.5,8760.42,-36579.73,1.959
-0.6492,0.1457,-15.169,-10.833,0.0423,15.94,4.74,56.47,3.2,946.0,43.7,-6048.21,-204.15,1.163
0.6029,0.8832,-6.087,3.157,0.0324,30.83,24.88,45.15,3.04,889.6,70.8,-3292.01,8187.84,1.284
0.8719,0.4621,-9.062,-15.694,0.0292,19.24,64.19,0.57,3.22,926.2,28.1,-54827.32,-39708.43,2.95
0.0462,-0.1039,17.569,13.048,0.0405,23.37,3.79,46.05,3.51,829.0,111.3,5463.13,587.19,1.048
-0.591,0.3733,-3.982,16.614,0.0337,21.04,30.44,44.52,1.07,878.4,132.3,8284.4,30612.84,1.828
-0.4098,-0.1994,8.374,-9.117,0.0288,31.28,4.2,1.08,1.37,914.4,89.4,773.83,-2212.13,1.105
-0.8669,-0.488,6.65,-1.797,0.0431,20.03,27.96,22.49,2.26,838.7,48.0,8238.34,-8697.22,1.378
0.7457,0.1743,-10.365,-17.203,0.029,28.01,14.08,36.6,1.54,865.6,113.7,-11188.02,-8427.6,1.444
-0.688,0.7707,-9.396,5.066,0.0255,29.4,19.66,27.44,1.26,829.0,99.4,-5488.34,7656.5,1.348
0.1377,0.7725,-7.874,-3.099,0.0254,21.84,63.43,46.79,3.24,911.2,35.0,-27306.49,725.52,1.815
-0.4067,-0.2846,-3.199,-8.278,0.0374,20.81,32.52,25.81,3.85,955.9,76.0,-13295.19,-10120.9,1.554
0.0975,0.0498,-9.564,-10.554,0.0382,27.46,21.17,9.65,3.63,935.8,81.2,-16077.82,-3247.64,1.558
0.2726,-0.5191,-17.293,5.545,0.0312,30.43,43.25,58.6,3.86,956.4,177.0,-30305.28,28964.45,2.342
0.5935,0.8921,13.658,-3.016,0.0314,27.59,11.95,14.9,3.33,938.4,153.6,6745.8,-6193.65,1.299
-0.5284,0.866,16.762,-11.532,0.0318,18.09,20.16,43.2,3.57,939.7,133.5,13087.78,-23347.07,1.761
-0.8802,0.2691,-5.703,6.808,0.0386,29.99,40.24,9.02,1.95,900.8,160.5,-2012.54,19231.32,1.555
-0.6536,0.5479,-5.814,2.343,0.0262,20.98,18.63,20.08,4.48,892.6,133.7,-5995.29,4758.35,1.149
0.72,0.3872,-17.745,12.912,0.0436,24.37,49.54,26.8,1.64,876.9,163.1,-22473.29,67759.63,2.865
0.673,0.1677,6.489,-13.771,0.0295,28.97,36.4,11.94,1.75,934.5,14.5,374.35,-28492.76,1.973
0.1753,-0.804,11.716,10.284,0.045,17.39,56.04,27.27,2.01,845.5,84.8,59460.0,4354.67,2.396
0.1809,-0.0814,-12.722,6.247,0.0284,28.12,68.38,9.85,4.41,827.9,135.7,-32478.22,37972.23,2.589
0.2971,0.3146,-12.252,-13.86,0.0404,24.73,10.11,33.76,4.46,952.7,107.1,-11418.64,-3516.95,1.396
-0.5843,0.3196,10.443,7.014,0.0295,30.08,25.43,39.99,3.78,820.5,35.7,14105.84,4003.56,1.554
0.7459,-0.2284,4.186,-2.104,0.0266,17.1,24.37,4.21,3.2,956.8,64.6,4894.04,-4668.29,1.23
-0.1462,0.795,-16.385,16.019,0.0425,21.57,12.58,52.33,2.82,922.0,60.6,-3422.87,17952.01,1.423
-0.2104,-0.5988,4.412,-12.902,0.0422,28.99,58.72,11.52,4.4,866.0,50.7,-11005.24,-40269.44,2.367
0.0341,0.0006,-6.879,5.142,0.0331,14.35,55.19,13.91,3.43,917.7,65.0,-13215.28,28552.33,1.719
-0.8155,0.3436,-4.726,-4.249,0.039,16.02,35.91,39.85,4.31,934.5,95.1,-14778.24,-3726.19,1.281
-0.6007,0.3548,9.71,16.445,0.0361,31.83,39.64,28.39,2.11,854.4,154.6,32958.31,20682.07,2.298
0.4285,0.2676,11.194,-6.121,0.0421,19.05,6.17,30.21,2.17,927.9,134.9,2699.84,-5065.04,1.203
-0.751,-0.4045,-3.587,16.639,0.0313,31.56,40.89,8.13,3.99,932.6,151.2,10716.98,34410.46,2.147
0.1857,-0.6188,16.098,14.453,0.0355,17.29,57.39,48.44,1.52,854.9,159.6,82488.8,18838.93,3.042
-0.4584,0.2447,-3.367,-8.266,0.0347,20.5,42.17,37.21,4.31,825.9,77.8,-18503.7,-13376.98,1.713
-0.1993,0.1787,9.786,10.928,0.0321,27.55,20.57,8.56,2.78,848.6,65.6,14830.28,5590.42,1.493
-0.3804,-0.5772,-0.58,17.842,0.0428,25.84,48.73,22.75,4.24,848.1,15.1,27270.99,38137.45,2.446
-0.2598,0.3693,14.311,-8.904,0.0283,24.46,27.3,48.72,2.18,829.1,167.8,15184.46,-22565.98,1.852
0.3943,-0.0807,14.679,-2.276,0.028,23.54,40.14,34.32,3.51,921.6,16.5,24926.43,-15973.85,1.976
-0.3652,0.302,-14.853,0.727,0.0365,29.18,36.13,6.96,2.69,873.2,134.7,-24756.33,15742.46,1.863
0.1195,0.6073,15.714,-7.382,0.0381,18.23,28.68,22.68,3.19,943.8,71.2,16605.21,-25618.21,1.871
-0.0431,-0.5945,11.719,-17.45,0.0289,21.96,52.32,14.94,2.77,855.3,171.0,10338.59,-68689.57,2.797
0.2946,-0.8655,10.487,-10.075,0.0328,16.8,63.87,31.29,4.38,883.5,78.4,18178.2,-56164.99,2.541
0.7863,0.5024,-10.767,-7.85,0.0439,24.73,2.36,50.68,3.42,909.5,147.9,-2198.21,348.3,0.987
0.4186,0.1975,10.984,-2.03,0.0299,18.51,67.35,26.46,1.88,942.8,54.5,34849.15,-27243.24,2.263
-0.5131,0.3594,12.605,-11.84,0.0384,20.01,37.81,26.28,4.18,893.4,57.3,10430.45,-37796.75,2.093
-0.8439,0.6087,-7.591,13.437,0.0398,22.48,51.05,54.37,2.03,872.3,109.2,3187.59,50787.15,2.362
-0.4279,0.5451,16.281,7.377,0.034,14.48,61.89,34.78,2.3,941.4,179.6,78045.07,-5666.38,2.887
0.1711,0.8297,-16.205,-14.933,0.0438,15.65,34.7,34.19,1.36,863.4,95.6,-53352.8,-7309.21,2.302
-0.8074,0.0647,-12.603,5.403,0.0397,26.35,60.45,16.08,4.15,831.1,168.9,-28416.97,40914.08,2.401
-0.0065,-0.0207,1.353,5.532,0.0342,21.72,14.43,36.66,2.0,882.3,142.6,3824.24,4279.98,1.133
0.1743,-0.1766,2.729,16.424,0.0364,29.57,13.14,34.77,1.91,929.9,144.3,8138.53,9933.33,1.395
-0.2984,-0.6234,5.225,-17.891,0.0389,26.5,48.02,24.11,4.22,824.3,81.3,-14211.62,-46586.84,2.436
0.4876,0.1307,-17.389,-9.074,0.0368,14.15,62.91,59.45,3.82,902.0,72.6,-83223.31,4502.23,2.939
-0.7081,-0.4014,16.573,15.4,0.0426,25.1,64.47,52.97,1.49,903.2,38.6,80517.29,13142.15,3.489
-0.7648,0.7584,-16.395,15.557,0.0321,15.69,47.06,45.1,3.69,950.0,173.7,-23457.47,70409.01,2.806
0.4107,0.1497,-12.85,7.941,0.031,28.06,38.78,32.47,4.2,860.1,172.9,-18160.33,27221.97,1.97
-0.0081,0.1671,-17.495,9.567,0.0293,31.85,25.2,27.99,1.27,859.0,135.7,-14749.75,21215.2,1.891
0.3391,-0.2611,2.407,-14.707,0.0258,23.56,70.6,11.5,3.89,881.7,56.8,-12929.62,-52942.4,2.717
-0.1173,-0.8064,15.562,0.5,0.0259,26.29,24.38,18.69,2.92,870.0,47.9,17205.94,-7472.03,1.597
-0.4565,-0.8429,5.974,-9.663,0.0424,18.27,54.09,46.55,3.34,923.1,178.0,-1575.87,-44558.03,1.982
0.5744,-0.138,11.616,-11.476,0.0386,21.88,39.24,27.5,2.72,909.8,16.6,7862.04,-35577.42,2.096
0.5389,-0.7478,-17.522,11.171,0.0382,29.41,44.6,53.0,3.44,926.2,152.6,-24529.86,48024.73,2.465
0.3505,0.1923,1.513,-13.139,0.0373,17.01,29.54,9.3,1.12,934.8,67.2,-12863.93,-23736.74,1.613
-0.4101,0.6858,-1.456,-1.129,0.042,18.78,69.54,30.75,3.67,949.2,78.3,-8862.88,234.07,1.228
0.1624,0.6892,-0.037,15.789,0.0346,22.02,42.02,38.99,1.12,880.3,150.6,21532.71,35826.84,2.045
-0.2502,0.2863,-15.4,-11.31,0.0424,26.82,67.65,31.25,2.59,957.9,20.9,-67430.31,-1212.78,3.121
-0.7352,-0.5198,6.64,17.208,0.0322,20.77,2.53,53.41,1.53,850.2,67.0,1888.55,1643.53,0.967
0.7512,0.6534,0.116,17.794,0.0435,30.7,42.09,59.38,3.88,920.0,171.6,24942.66,35909.42,2.279
-0.6537,0.695,9.545,2.002,0.039,15.7,52.2,7.39,2.1,894.8,127.3,32186.06,-12789.34,1.814
0.8104,-0.546,-0.53,-11.875,0.0301,20.67,54.16,8.23,2.59,934.4,137.1,-20372.34,-35731.92,2.018
-0.0972,0.4274,-12.622,-6.62,0.0363,26.76,65.35,8.25,2.5,886.7,137.6,-54540.3,2702.58,2.488
-0.5668,-0.3843,5.337,-2.718,0.0357,18.07,2.31,41.03,3.7,929.8,15.6,642.9,-1120.74,1.002
0.0754,0.5448,-11.794,-6.864,0.0278,25.82,2.02,22.67,2.68,950.2,40.6,-1287.31,-271.24,0.967
0.6713,0.895,13.406,-7.897,0.0368,16.96,35.06,44.13,3.76,922.5,91.0,17467.5,-31167.89,2.006
0.418,-0.846,4.072,17.0,0.0313,15.01,4.05,24.63,1.26,928.7,69.4,2553.3,2983.21,0.999
0.5518,0.7153,-12.341,-12.479,0.026,16.18,70.22,37.84,1.67,829.4,76.9,-70864.41,-33219.03,3.031
0.2858,0.2207,16.644,8.4,0.044,30.74,17.54,46.31,2.93,848.7,141.8,16755.75,-4305.49,1.551
0.3461,0.8521,0.661,-17.985,0.0378,23.93,35.09,33.12,4.31,956.4,7.6,-16025.75,-28700.35,2.014
0.6286,-0.063,-15.376,3.463,0.0425,28.33,6.28,32.6,1.26,917.0,120.6,-3722.01,4138.52,1.176
-0.4506,0.6253,4.566,14.974,0.0385,19.99,38.54,5.75,1.15,898.6,5.0,25365.24,22661.52,1.966
-0.019,-0.7877,-8.885,-7.634,0.0321,24.67,28.6,24.94,1.55,871.4,16.0,-15522.9,-3147.09,1.635
-0.5018,-0.2965,10.933,-11.321,0.0353,22.91,5.13,32.97,3.24,826.2,76.5,551.84,-4675.48,1.079
0.8778,-0.7794,11.442,5.46,0.0385,31.02,25.46,27.99,2.4,871.7,152.2,17749.86,-1844.58,1.42
0.7993,0.8556,17.242,7.654,0.0442,27.46,29.4,54.1,3.89,889.8,30.4,29672.77,-6106.53,1.859
-0.829,0.5706,0.067,6.769,0.0301,27.15,71.29,54.44,1.25,849.6,102.1,9829.14,21468.78,1.824
0.37,0.6346,-1.622,-6.505,0.0425,14.83,16.55,49.4,1.69,844.2,123.7,-5984.79,-4808.47,1.179
0.7654,0.7883,9.125,-8.921,0.0435,23.89,40.13,22.83,2.05,891.2,45.2,3575.53,-28460.61,1.891
-0.575,-0.7468,-13.231,16.413,0.0384,22.41,71.11,43.18,3.19,902.0,94.7,-14955.05,90526.33,3.5
0.1223,-0.2059,1.689,15.239,0.0436,30.7,57.44,24.02,3.4,853.6,164.5,32474.85,37039.79,2.436
0.7479,-0.7721,1.665,-1.537,0.033,18.63,71.54,14.34,1.43,902.2,94.6,1955.37,-9446.39,1.246
-0.8389,-0.5206,-14.779,12.463,0.0441,18.86,69.78,20.9,4.3,946.0,32.5,-20243.48,80366.2,3.229
0.3554,-0.4871,-2.953,-1.716,0.0391,21.4,36.27,4.72,2.19,886.2,114.9,-7278.71,833.85,1.301
-0.3648,-0.0556,12.718,-2.722,0.0258,18.38,50.75,20.24,3.5,940.0,108.6,33406.09,-24229.49,2.135
0.7639,-0.4166,12.822,-12.357,0.0431,16.33,9.73,27.91,2.83,949.8,9.7,1656.5,-10719.59,1.383
0.8479,-0.7182,-14.427,-2.649,0.0347,29.43,32.88,57.35,1.78,832.9,20.9,-22310.34,7395.93,1.846
0.7997,-0.5985,-14.734,1.347,0.0342,24.05,58.63,19.15,3.96,833.4,32.4,-39902.47,26452.26,2.443
-0.0464,-0.6349,-8.543,-17.19,0.0363,29.5,37.37,54.2,3.86,886.6,28.9,-30504.84,-18644.75,2.145
0.6517,0.8515,13.492,-2.012,0.028,28.96,51.19,14.12,2.39,902.3,50.4,27676.92,-19136.08,2.174
0.6202,0.4667,-13.36,10.129,0.0344,19.08,54.2,11.86,3.06,879.6,84.5,-22871.49,52233.49,2.511
-0.3256,0.842,7.92,6.482,0.0416,23.86,19.74,31.38,1.9,865.7,70.1,11321.42,1110.97,1.332
0.592,-0.1085,-14.358,4.866,0.0253,15.5,63.3,40.51,3.41,909.7,160.9,-49214.23,41680.18,2.589
-0.8334,-0.3989,4.433,14.744,0.0305,30.47,34.19,3.14,2.08,820.3,112.1,18672.12,18727.69,1.775
0.1733,0.5369,-5.182,-17.351,0.025,21.28,16.71,13.65,3.95,955.5,158.3,-11780.77,-14204.94,1.567
-0.486,-0.3127,10.401,2.054,0.0333,21.09,62.58,27.61,1.76,852.5,97.2,36139.6,-11032.93,2.103
-0.683,-0.3611,-9.587,10.345,0.0396,19.45,31.25,20.19,1.05,948.4,20.7,-4110.14,26193.92,1.664
-0.7615,-0.4815,5.011,1.488,0.041,22.29,54.52,42.9,1.94,835.3,86.1,16126.79,-6607.78,1.499
0.3533,-0.6666,-9.515,-6.34,0.0439,18.53,40.36,30.91,1.67,853.3,148.9,-31770.56,867.88,1.726
-0.2882,-0.4384,7.692,-13.095,0.0372,20.75,28.73,10.04,2.78,852.9,39.0,212.62,-25775.71,1.755
0.4046,-0.2604,13.452,13.952,0.0301,28.4,58.69,53.72,1.71,959.5,21.0,51834.79,19937.87,2.94
-0.7824,0.3132,-13.435,-1.053,0.0435,29.02,42.91,17.93,3.67,820.6,62.7,-26320.31,14359.0,2.015
-0.3325,-0.7874,13.197,13.612,0.0405,19.48,29.34,44.0,1.84,909.5,73.1,36549.6,7287.59,1.919
0.0711,-0.5211,3.369,3.091,0.0365,22.44,9.67,46.9,3.47,941.8,58.6,1798.39,242.52,1.053
0.5233,0.5562,-13.424,6.271,0.0389,29.73,64.68,57.81,3.02,914.1,28.7,-26123.24,39625.46,2.566
-0.3262,-0.6355,-2.608,10.953,0.0435,14.95,4.48,30.16,4.45,870.8,48.9,1614.65,2748.15,1.048
0.2266,-0.2832,-12.209,5.73,0.0392,30.0,62.42,37.14,4.5,954.2,124.4,-24071.23,38281.59,2.402
0.6948,0.6564,7.213,-3.67,0.0324,17.95,27.2,20.43,4.04,945.1,72.5,8176.57,-11183.14,1.356
0.2086,-0.6211,9.319,0.491,0.0393,26.21,46.75,40.85,3.66,880.8,115.7,21634.18,-13561.82,1.686
-0.4807,-0.7511,-14.191,10.91,0.0258,24.49,66.55,28.07,2.35,900.3,98.9,-31392.56,56602.22,2.928
-0.8561,-0.0278,0.221,-4.549,0.0327,23.95,12.62,26.54,3.64,955.5,101.1,-1940.22,-3082.67,1.09
0.6662,-0.3556,11.327,-4.028,0.0331,29.47,41.69,51.4,4.35,957.6,48.5,17612.49,-17573.35,1.814
-0.8617,0.1141,15.702,-14.555,0.0283,15.83,55.51,3.49,1.08,883.0,96.3,31387.08,-71825.51,2.924
0.6745,0.5468,0.487,14.925,0.0255,20.25,55.03,52.98,2.88,938.6,9.1,16821.07,41066.92,2.411
0.0521,-0.6531,16.21,-14.723,0.0277,23.69,38.79,51.2,1.76,862.3,80.6,19911.12,-43894.52,2.504
0.7903,0.1453,1.285,5.336,0.0381,28.6,45.73,30.63,2.95,872.1,105.2,9495.57,8344.17,1.466
0.5378,0.0099,-3.809,-3.125,0.041,17.9,55.03,29.67,2.63,843.1,36.8,-17082.69,-751.94,1.416
0.8963,-0.6407,12.535,-3.398,0.0448,28.45,60.87,22.03,3.02,849.3,49.9,24038.88,-32935.39,2.315
-0.2687,0.2232,-0.253,6.464,0.0319,21.19,55.33,59.65,2.93,912.0,43.4,7507.85,17190.97,1.674
0.4809,-0.4074,-1.012,-15.585,0.037,17.4,26.78,7.11,4.36,891.5,17.3,-14041.4,-21334.96,1.638
-0.1765,-0.0219,-0.349,3.373,0.0437,27.66,71.77,35.62,2.93,852.4,65.9,7793.57,8920.75,1.445
